Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Age,Gender,Annual_Income,Signup_Date,Years_as_Customer,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Email_Opt_In,Promotion_Response,First_Purchase_Date,Last_Purchase_Date,Marketing_Channel,Signup_Date,First_Purchase_Date,Last_Purchase_Date,Num_of_Returns,Num_of_Support_Contacts,Email_Opt_In,Promotion_Response,Marketing_Channel,Total_Spend
388,CA-2015-122756,03-12-15,07-12-15,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777,36,Male,25187,10-01-14,3.9,19,1,4,8,Yes,0.473252351,14-03-14,20-12-17,Email,12-02-14,14-03-14,20-12-17,89,2,1,1,Referral,4802.394
389,CA-2014-115973,24-11-14,26-11-14,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264,81,Male,25000,23-09-14,3.1,9,0,0,9,Yes,0.328752375,24-11-14,12-11-17,Email,10-02-14,12-03-14,11-12-17,89,2,1,1,Search Engine,1395.938
390,CA-2017-101798,11-12-17,15-12-17,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884,45,Male,25000,08-12-13,4,11,0,0,10,No,0.300851563,30-01-14,11-12-17,Email,31-12-13,30-01-14,12-11-17,89,2,1,1,Email,1734.574
391,CA-2017-101798,11-12-17,15-12-17,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0,13.5932,45,Male,25000,08-12-13,4,11,0,0,10,No,0.300851563,30-01-14,11-12-17,Email,31-12-13,30-01-14,12-11-17,89,2,1,1,Email,1734.574
392,US-2014-135972,21-09-14,23-09-14,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182,35,Female,37661,24-07-14,1.4,7,0,0,10,Yes,0.613201675,21-09-14,03-12-15,Social,11-07-14,10-08-14,12-03-15,89,0,1,1,Email,2358.676
393,US-2014-135972,21-09-14,23-09-14,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0,701.9883,35,Female,37661,24-07-14,1.4,7,0,0,10,Yes,0.613201675,21-09-14,03-12-15,Social,11-07-14,10-08-14,12-03-15,89,0,1,1,Email,2358.676
394,US-2014-134971,07-06-14,10-06-14,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623,41,Female,25000,08-05-14,3.6,20,1,5,9,Yes,0.488602743,07-06-14,13-12-17,Social,06-06-14,06-07-14,13-12-17,8,4,1,0,Search Engine,2442.044
395,CA-2017-102946,30-06-17,05-07-17,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,26,Female,25000,28-06-15,2.4,5,0,1,10,No,0.477432879,05-07-15,30-11-17,Direct,07-04-15,07-05-15,30-11-17,8,4,1,0,Referral,993.902
396,CA-2017-165603,17-10-17,19-10-17,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.4924,37,Male,25000,24-10-14,3.1,21,1,6,9,No,0.541965715,23-11-14,15-12-17,Referral,24-10-14,23-11-14,15-12-17,8,1,1,0,Referral,1324.028
397,CA-2017-165603,17-10-17,19-10-17,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,2,0,6.2208,37,Male,25000,24-10-14,3.1,21,1,6,9,No,0.541965715,23-11-14,15-12-17,Referral,24-10-14,23-11-14,15-12-17,8,2,1,0,Referral,1324.028
398,CA-2015-122259,31-10-15,04-11-15,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0,21.036,55,Female,25719,09-02-14,3.8,10,0,3,8,Yes,0.678605634,06-05-14,30-11-17,Social,06-05-14,05-06-14,30-11-17,8,2,1,0,Social Media,1990.314
399,CA-2016-108987,08-09-16,10-09-16,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952,31,Male,25000,07-02-15,2.6,15,1,3,9,Yes,0.416948597,07-05-15,24-09-17,Social,05-06-15,05-07-15,24-09-17,8,1,1,1,Search Engine,3489.0396
400,CA-2016-108987,08-09-16,10-09-16,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,31,Male,25000,07-02-15,2.6,15,1,3,9,Yes,0.416948597,07-05-15,24-09-17,Social,05-06-15,05-07-15,24-09-17,8,3,1,0,Search Engine,3489.0396
401,CA-2016-108987,08-09-16,10-09-16,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784,31,Male,25000,07-02-15,2.6,15,1,3,9,Yes,0.416948597,07-05-15,24-09-17,Social,05-06-15,05-07-15,24-09-17,8,3,1,1,Search Engine,3489.0396
402,CA-2016-108987,08-09-16,10-09-16,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198,31,Male,25000,07-02-15,2.6,15,1,3,9,Yes,0.416948597,07-05-15,24-09-17,Social,05-06-15,05-07-15,24-09-17,8,3,1,1,Search Engine,3489.0396
403,CA-2014-113166,24-12-14,26-12-14,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.568,2,0.2,3.4684,45,Female,29356,05-06-14,3.5,16,0,4,9,Yes,0.886453033,26-07-14,08-12-17,Direct,13-05-14,12-06-14,12-08-17,37,4,1,1,Referral,3930.509
404,CA-2014-155208,16-04-14,20-04-14,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768,44,Male,25000,25-03-14,2.7,15,1,1,10,Yes,0.325016158,16-04-14,09-12-16,Email,09-02-14,11-03-14,11-12-16,37,1,1,1,Referral,1872.436
405,CA-2017-117933,24-12-17,29-12-17,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,0,9.6957,70,Male,25000,06-10-14,3.2,11,0,0,10,Yes,0.474334766,12-11-14,24-12-17,Email,11-11-14,11-12-14,24-12-17,37,4,1,1,Search Engine,945.222
406,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,0,37.7895,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,37,4,1,1,Search Engine,5952.859
407,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,37,1,1,1,Search Engine,5952.859
408,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5,0,13.3035,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,37,2,1,1,Search Engine,5952.859
409,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,37,3,1,1,Search Engine,5952.859
410,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0,4.6464,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,37,4,1,1,Search Engine,5952.859
411,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9,0,13.608,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,37,1,1,1,Search Engine,5952.859
412,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1,0,27.4302,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,2,2,1,1,Search Engine,5952.859
413,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,2,0,1,1,Search Engine,5952.859
414,CA-2017-117457,08-12-17,12-12-17,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548,51,Female,25000,11-07-14,3.4,23,1,6,8,Yes,0.532585203,15-08-14,08-12-17,Email,10-04-14,10-05-14,28-10-17,2,0,1,1,Search Engine,5952.859
415,CA-2017-142636,03-11-17,07-11-17,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7,0,65.7342,18,Female,25000,17-11-14,3,7,0,1,10,Yes,0.397394796,13-12-14,03-11-17,Social,13-11-14,13-12-14,26-05-17,2,0,1,1,Social Media,1146.05
416,CA-2017-142636,03-11-17,07-11-17,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744,18,Female,25000,17-11-14,3,7,0,1,10,Yes,0.397394796,13-12-14,03-11-17,Social,13-11-14,13-12-14,26-05-17,2,0,1,1,Social Media,1146.05
417,CA-2017-122105,24-06-17,28-06-17,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,0,25.8984,39,Female,56167,15-02-16,1.4,20,1,5,8,Yes,0.305008808,10-03-16,24-06-17,Email,11-02-16,12-03-16,24-06-17,2,2,1,1,Search Engine,11164.974
418,CA-2016-148796,14-04-16,18-04-16,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38,33,Male,25000,19-06-14,3.3,11,0,3,9,Yes,0.406994862,14-07-14,24-09-17,Email,14-06-14,14-07-14,24-09-17,2,2,1,1,Email,1456.95
419,CA-2017-154816,06-11-17,10-11-17,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1,0,2.8322,38,Female,25000,01-07-15,2.4,10,0,0,10,No,0.494561551,17-07-15,06-11-17,Email,17-06-15,17-07-15,03-08-17,2,1,1,1,Search Engine,2005.596
420,CA-2017-110478,04-03-17,09-03-17,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,9.32,4,0,2.7028,49,Female,25000,02-10-14,3,24,2,7,8,Yes,0.752988095,15-12-14,12-10-17,Search,15-11-14,15-12-14,10-12-17,2,0,1,1,Social Media,4282.94
421,CA-2017-110478,04-03-17,09-03-17,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.015,49,Female,25000,02-10-14,3,24,2,7,8,Yes,0.752988095,15-12-14,12-10-17,Search,15-11-14,15-12-14,10-12-17,2,0,1,1,Social Media,4282.94
422,CA-2014-142048,22-06-14,25-06-14,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,6,0.2,56.5662,45,Female,29427,24-04-14,3.5,23,1,6,9,Yes,0.345170928,22-06-14,09-11-17,Referral,23-05-14,22-06-14,22-09-17,9,1,1,1,Email,6760.815
423,CA-2017-125388,19-10-17,23-10-17,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056,37,Female,25000,12-04-15,2.5,20,1,5,9,No,0.820087121,18-04-15,19-10-17,Direct,11-01-15,10-02-15,19-10-17,9,2,1,0,Social Media,3983.642
424,CA-2017-125388,19-10-17,23-10-17,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.7,3,0,8.502,37,Female,25000,12-04-15,2.5,20,1,5,9,No,0.820087121,18-04-15,19-10-17,Direct,11-01-15,10-02-15,19-10-17,61,2,1,1,Social Media,3983.642
425,CA-2017-155705,21-08-17,23-08-17,Second Class,NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264,55,Female,69277,02-12-13,3.9,14,1,2,9,Yes,0.600467225,11-02-14,12-10-17,Email,03-10-14,02-11-14,10-12-17,61,1,1,1,Search Engine,8322.826
426,CA-2017-149160,23-11-17,26-11-17,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076,60,Female,25000,24-07-14,3.3,13,0,0,10,Yes,0.423197094,25-08-14,23-11-17,Email,26-07-14,25-08-14,23-11-17,61,2,1,1,Search Engine,1804.146
427,CA-2017-149160,23-11-17,26-11-17,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,8,0,138.2016,60,Female,25000,24-07-14,3.3,13,0,0,10,Yes,0.423197094,25-08-14,23-11-17,Email,26-07-14,25-08-14,23-11-17,61,0,1,0,Search Engine,1804.146
428,CA-2014-101476,12-09-14,13-09-14,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957,55,Male,34045,27-12-13,3.5,21,2,5,7,Yes,0.388820729,26-01-14,13-06-17,Direct,27-12-13,26-01-14,13-06-17,61,1,1,1,Email,6121.114
429,CA-2017-152275,01-10-17,08-10-17,Standard Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.672,6,0.2,0.5004,61,Female,25000,27-09-14,3.1,17,0,1,10,No,0.595432549,01-11-14,02-11-17,Email,12-12-13,11-01-14,09-11-17,30,3,1,1,Social Media,3918.966
430,US-2016-123750,15-04-16,21-04-16,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.588,2,0.7,-145.3508,42,Female,27892,01-06-14,3.5,18,1,2,9,Yes,0.844587991,03-06-14,28-11-17,Direct,04-02-14,06-03-14,28-11-17,30,2,1,1,Referral,5633.316
431,US-2016-123750,15-04-16,21-04-16,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,42,Female,27892,01-06-14,3.5,18,1,2,9,Yes,0.844587991,03-06-14,28-11-17,Direct,04-02-14,06-03-14,28-11-17,30,2,1,1,Referral,5633.316
432,US-2016-123750,15-04-16,21-04-16,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,5,0.2,54.7425,42,Female,27892,01-06-14,3.5,18,1,2,9,Yes,0.844587991,03-06-14,28-11-17,Direct,04-02-14,06-03-14,28-11-17,30,2,1,1,Referral,5633.316
433,US-2016-123750,15-04-16,21-04-16,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768,2,0.2,-0.7748,42,Female,27892,01-06-14,3.5,18,1,2,9,Yes,0.844587991,03-06-14,28-11-17,Direct,04-02-14,06-03-14,28-11-17,30,3,1,1,Referral,5633.316
434,CA-2016-127369,06-06-16,07-06-16,First Class,DB-13060,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.3,5,0,207.147,67,Female,33714,19-01-14,3.9,13,0,3,10,Yes,0.478991043,01-03-14,14-12-17,Email,04-12-13,03-01-14,14-12-17,30,1,1,1,Email,4531.646
435,US-2014-150574,19-12-14,25-12-14,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.812,2,0.7,-3.6892,43,Male,25000,14-12-14,2.4,11,0,0,9,No,0.582627746,19-12-14,04-05-17,Email,19-11-14,19-12-14,05-04-17,30,3,1,1,Social Media,1031.602
436,US-2014-150574,19-12-14,25-12-14,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.585,43,Male,25000,14-12-14,2.4,11,0,0,9,No,0.582627746,19-12-14,04-05-17,Email,19-11-14,19-12-14,05-04-17,30,3,1,1,Social Media,1031.602
437,CA-2016-147375,12-06-16,14-06-16,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991,59,Male,31458,17-05-15,2.2,18,1,1,10,Yes,0.389542379,11-08-15,23-07-17,Email,11-09-15,11-10-15,23-07-17,29,1,1,1,Search Engine,4893.043
438,CA-2016-147375,12-06-16,14-06-16,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.488,7,0.2,113.6394,59,Male,31458,17-05-15,2.2,18,1,1,10,Yes,0.389542379,11-08-15,23-07-17,Email,11-09-15,11-10-15,23-07-17,29,4,1,1,Search Engine,4893.043
439,CA-2017-130043,15-09-17,19-09-17,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Houston,Texas,77070,Central,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,31.872,8,0.2,11.5536,46,Male,48518,04-04-15,2.7,20,1,5,8,No,0.477542384,05-06-15,02-12-17,Direct,06-04-15,06-05-15,08-12-17,29,3,1,1,Referral,6765.728
440,CA-2017-157252,20-01-17,23-01-17,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,38,Male,25000,23-02-16,1.8,19,1,2,9,Yes,0.840004346,09-05-16,25-12-17,Email,10-12-15,09-01-16,25-12-17,29,4,1,1,Referral,2370.3136
441,CA-2016-115756,05-09-16,07-09-16,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0,3.666,57,Female,40811,05-09-14,3.3,25,2,6,9,Yes,0.374888193,11-11-14,21-12-17,Email,12-10-14,11-11-14,21-12-17,29,3,1,1,Email,8646.934
442,CA-2016-115756,05-09-16,07-09-16,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,0,23.3928,57,Female,40811,05-09-14,3.3,25,2,6,9,Yes,0.374888193,11-11-14,21-12-17,Email,12-10-14,11-11-14,21-12-17,29,3,1,1,Email,8646.934
443,CA-2016-115756,05-09-16,07-09-16,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0,20.5755,57,Female,40811,05-09-14,3.3,25,2,6,9,Yes,0.374888193,11-11-14,21-12-17,Email,12-10-14,11-11-14,21-12-17,29,3,1,1,Email,8646.934
444,CA-2016-115756,05-09-16,07-09-16,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256,57,Female,40811,05-09-14,3.3,25,2,6,9,Yes,0.374888193,11-11-14,21-12-17,Email,12-10-14,11-11-14,21-12-17,29,4,1,1,Email,8646.934
445,CA-2016-115756,05-09-16,07-09-16,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0,29.1528,57,Female,40811,05-09-14,3.3,25,2,6,9,Yes,0.374888193,11-11-14,21-12-17,Email,12-10-14,11-11-14,21-12-17,29,1,1,1,Email,8646.934
446,CA-2016-115756,05-09-16,07-09-16,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7,0,10.584,57,Female,40811,05-09-14,3.3,25,2,6,9,Yes,0.374888193,11-11-14,21-12-17,Email,12-10-14,11-11-14,21-12-17,29,2,1,1,Email,8646.934
447,CA-2017-154214,20-03-17,25-03-17,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677,47,Female,25000,11-12-13,3.3,7,0,1,8,No,0.728105977,18-02-14,20-03-17,Direct,19-01-14,18-02-14,20-03-17,29,1,1,1,Referral,1387.559
448,CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0,15.4752,46,Female,74770,04-01-16,1.7,18,1,3,9,Yes,0.58096848,01-04-16,25-09-17,Referral,05-12-15,04-01-16,25-09-17,29,4,1,1,Referral,15117.339
449,CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0,9.7164,46,Female,74770,04-01-16,1.7,18,1,3,9,Yes,0.58096848,01-04-16,25-09-17,Referral,05-12-15,04-01-16,25-09-17,29,3,1,1,Referral,15117.339
450,CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6,0,71.2476,46,Female,74770,04-01-16,1.7,18,1,3,9,Yes,0.58096848,01-04-16,25-09-17,Referral,05-12-15,04-01-16,25-09-17,29,3,1,1,Referral,15117.339
451,CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3,0,7.9248,46,Female,74770,04-01-16,1.7,18,1,3,9,Yes,0.58096848,01-04-16,25-09-17,Referral,05-12-15,04-01-16,25-09-17,29,3,1,1,Referral,15117.339
452,CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3,0,2.8536,46,Female,74770,04-01-16,1.7,18,1,3,9,Yes,0.58096848,01-04-16,25-09-17,Referral,05-12-15,04-01-16,25-09-17,29,4,1,1,Referral,15117.339
453,CA-2016-166674,01-04-16,03-04-16,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4,0,9.1312,46,Female,74770,04-01-16,1.7,18,1,3,9,Yes,0.58096848,01-04-16,25-09-17,Referral,05-12-15,04-01-16,25-09-17,29,2,1,1,Referral,15117.339
